Sr.No	Round	Institute	Program	Quota	Category	Opening Rank	Closing Rank
666	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Home State	OPNOHS	76756	245925
667	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Home State	SCNOHS	604138	1313671
668	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Home State	STNOHS	596930	596930
669	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Other State	EWNOOS	114913	114913
670	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Other State	OPNOOS	77926	97688
671	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Other State	SCNOOS	301176	301176
672	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Other State	STNOOS	409016	409016
673	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Home State	BCDFHS	667202	667202
674	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Home State	BCNOHS	271460	437252
675	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Home State	EWNOHS	241508	368138
676	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Home State	OPDFHS	499977	507252
677	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Home State	OPNOHS	63956	238689
678	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Home State	SCNOHS	456714	1276932
679	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Other State	EWNOOS	99195	131902
680	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Other State	OPDFOS	109032	109032
681	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Other State	OPNOOS	65467	95931
682	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Other State	SCNOOS	217607	296822
683	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Other State	STNOOS	429867	429867
684	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Home State	BCDFHS	216382	252622
685	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Home State	BCNOHS	38815	122286
686	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Home State	BCPHHS	389615	389615
687	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Home State	EWNOHS	52149	68104
688	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Home State	OPDFHS	193104	577556
689	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Home State	OPNOHS	3782	38638
690	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Home State	OPPHHS	115948	270705
691	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Home State	SCDFHS	394754	394754
692	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Home State	SCNOHS	66026	256889
693	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Home State	STNOHS	473722	984860
694	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Other State	EWNOOS	31487	38343
695	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Other State	OPDFOS	209305	209305
696	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Other State	OPNOOS	4145	27680
697	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Other State	OPPHOS	134244	134244
698	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Other State	SCNOOS	95251	147249
699	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Other State	STNOOS	244454	276638
700	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Home State	BCDFHS	417587	417587
701	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Home State	BCNOHS	83955	180733
702	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Home State	EWNOHS	89192	118255
703	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Home State	OPDFHS	119439	119871
704	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Home State	OPNOHS	44500	62058
705	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Home State	OPPHHS	763964	850842
706	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Home State	SCNOHS	310631	393256
707	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Other State	EWNOOS	52065	53047
708	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Other State	OPDFOS	350684	350684
709	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Other State	OPNOOS	9692	45204
710	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Other State	OPPHOS	406907	406907
711	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Other State	SCNOOS	186662	209270
712	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Other State	STNOOS	362325	362325
713	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Home State	BCDFHS	314438	314438
714	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Home State	BCNOHS	117264	154399
715	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Home State	EWNOHS	75715	82996
716	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Home State	OPNOHS	42403	48858
717	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Home State	OPPHHS	438569	471856
718	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Home State	SCDFHS	700142	700142
719	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Home State	SCNOHS	271659	300316
720	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Home State	STNOHS	541552	541552
721	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Other State	EWNOOS	40861	41677
722	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Other State	OPDFOS	371343	371343
723	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Other State	OPNOOS	33471	37840
724	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Other State	OPPHOS	370324	370324
725	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Other State	SCNOOS	151222	167353
726	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Other State	STNOOS	361005	361005
727	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-AI)	All India	NOKMAI	50235	50235
728	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-AI)	Home State	BCDFHS	168517	168517
729	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-AI)	Home State	BCNOHS	49930	117618
730	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-AI)	Home State	EWNOHS	35824	57242
731	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-AI)	Home State	OPNOHS	17966	34780
732	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-AI)	Home State	OPPHHS	164943	164943
733	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-AI)	Home State	SCNOHS	84074	198991
734	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-AI)	Home State	STNOHS	312582	746203
735	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-AI)	Other State	EWNOOS	41182	41182
736	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-AI)	Other State	OPNOOS	17266	30204
737	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-AI)	Other State	SCNOOS	120470	120470
738	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-AI)	Other State	STNOOS	211092	211092
739	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-DS)	Home State	BCDFHS	284523	284523
740	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-DS)	Home State	BCNOHS	123151	135082
741	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-DS)	Home State	BCPHHS	1348493	1348493
742	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-DS)	Home State	EWNOHS	42523	73210
743	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-DS)	Home State	OPNOHS	23186	42356
744	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-DS)	Home State	OPPHHS	301136	301136
745	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-DS)	Home State	SCNOHS	203284	273031
746	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-DS)	Home State	STNOHS	991132	1183864
747	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-DS)	Other State	EWNOOS	41224	41224
748	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-DS)	Other State	OPNOOS	9691	33555
749	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-DS)	Other State	SCNOOS	142092	142092
750	Round 1	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE-DS)	Other State	STNOOS	317740	317740
751	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Artificial Intelligence & Data Science	Home State	OPDFHS	483932	653799
752	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Artificial Intelligence & Data Science	Home State	OPNOHS	86912	230547
753	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Artificial Intelligence & Data Science	Home State	SCNOHS	770092	1090729
754	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Artificial Intelligence & Data Science	Other State	OPDFOS	138845	138845
755	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Artificial Intelligence & Data Science	Other State	OPNOOS	72657	99003
756	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Artificial Intelligence & Data Science	Other State	SCNOOS	350425	351963
757	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Artificial Intelligence & Machine Learning	Home State	OPDFHS	355694	669525
758	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Artificial Intelligence & Machine Learning	Home State	OPNOHS	148838	248432
759	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Artificial Intelligence & Machine Learning	Home State	SCNOHS	385620	1140334
760	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Artificial Intelligence & Machine Learning	Other State	OPDFOS	134490	134490
761	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Artificial Intelligence & Machine Learning	Other State	OPNOOS	89796	105777
762	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Artificial Intelligence & Machine Learning	Other State	SCNOOS	281574	344195
763	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	B. Tech. (Computer Science & Applied Mathematics)	Home State	OPDFHS	471012	808129
764	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	B. Tech. (Computer Science & Applied Mathematics)	Home State	OPNOHS	87888	256802
765	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	B. Tech. (Computer Science & Applied Mathematics)	Home State	SCNOHS	922284	1242135
766	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	B. Tech. (Computer Science & Applied Mathematics)	Other State	OPDFOS	130817	130817
767	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	B. Tech. (Computer Science & Applied Mathematics)	Other State	OPNOOS	83767	108951
768	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	B. Tech. (Computer Science & Applied Mathematics)	Other State	SCNOOS	384266	395586
769	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Computer Science & Engineering	Home State	OPNOHS	79209	194876
770	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Computer Science & Engineering	Home State	SCNOHS	384775	831551
771	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Computer Science & Engineering	Other State	OPDFOS	102380	102380
772	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Computer Science & Engineering	Other State	OPNOOS	59358	81247
773	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Computer Science & Engineering	Other State	SCDFOS	1337360	1337360
774	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Computer Science & Engineering	Other State	SCNOOS	230290	308701
775	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Computer Science & Engineering	Other State	STNOOS	765208	928899
776	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	CSE (Cyber Security)	Home State	OPDFHS	505880	557225
777	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	CSE (Cyber Security)	Home State	OPNOHS	127345	228899
778	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	CSE (Cyber Security)	Home State	SCNOHS	682777	1082658
779	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	CSE (Cyber Security)	Other State	OPNOOS	71243	92205
780	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	CSE (Cyber Security)	Other State	SCNOOS	339078	339078
781	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Electronics Engg.- VLSI Design & Technology	Home State	OPDFHS	641314	1198988
782	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Electronics Engg.- VLSI Design & Technology	Home State	OPNOHS	201392	314488
783	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Electronics Engg.- VLSI Design & Technology	Home State	SCNOHS	1181218	1444230
784	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Electronics Engg.- VLSI Design & Technology	Home State	STNOHS	899110	899110
785	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Electronics Engg.- VLSI Design & Technology	Other State	OPNOOS	98880	118800
786	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Electronics Engg.- VLSI Design & Technology	Other State	SCNOOS	395783	438271
787	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Industrial Internet of Things	Home State	OPDFHS	883644	951023
788	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Industrial Internet of Things	Home State	OPNOHS	248909	297225
789	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Industrial Internet of Things	Home State	SCNOHS	1139803	1250219
790	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Industrial Internet of Things	Other State	OPNOOS	108336	118517
791	Round 1	Vivekananda Institute of Professional Studies- Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi-110034	Industrial Internet of Things	Other State	SCNOOS	403450	403450
