Sr.No	Round	Institute	Program	Quota	Category	Opening Rank	Closing Rank
266	Round 1	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Mechanical Engineering	Other State	OPNOOS	183128	189566
267	Round 1	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Mechatronics	Home State	OPNOHS	493212	738701
268	Round 1	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Mechatronics	Other State	OPNOOS	158678	178716
269	Round 1	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Artificial Intelligence & Machine Learning	Home State	OPNOHS	291879	474117
270	Round 1	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Artificial Intelligence & Machine Learning	Home State	SCNOHS	1386120	1386120
271	Round 1	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Artificial Intelligence & Machine Learning	Other State	OPNOOS	124091	156421
272	Round 1	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Artificial Intelligence & Machine Learning	Other State	SCNOOS	519133	519133
273	Round 1	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Computer Science & Engineering	Home State	OPDFHS	458296	872394
274	Round 1	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Computer Science & Engineering	Home State	OPNOHS	155765	440322
275	Round 1	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Computer Science & Engineering	Home State	SCNOHS	581243	1389856
276	Round 1	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Computer Science & Engineering	Other State	OPNOOS	120028	151816
277	Round 1	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Computer Science & Engineering	Other State	SCNOOS	472229	472229
278	Round 1	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Computer Science & Engineering	Other State	STNOOS	992097	992097
279	Round 1	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Information Technology	Home State	OPDFHS	901188	637481
280	Round 1	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Information Technology	Home State	OPNOHS	313116	537446
281	Round 1	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Information Technology	Other State	OPDFOS	216661	216661
282	Round 1	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Information Technology	Other State	OPNOOS	101182	166965
283	Round 1	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Information Technology	Other State	SCNOOS	539742	539742
284	Round 1	Greater Noida Institute of Technology	Artificial Intelligence & Machine Learning	Home State	OPDFHS	602443	670299
285	Round 1	Greater Noida Institute of Technology	Artificial Intelligence & Machine Learning	Home State	OPNOHS	187109	517266
286	Round 1	Greater Noida Institute of Technology	Artificial Intelligence & Machine Learning	Other State	OPNOOS	103910	129898
287	Round 1	Greater Noida Institute of Technology	Artificial Intelligence & Machine Learning	Other State	SCNOOS	414495	414495
288	Round 1	Greater Noida Institute of Technology	Artificial Intelligence & Machine Learning	Other State	STNOOS	412134	412134
289	Round 1	Greater Noida Institute of Technology	Computer Science & Engineering	Home State	OPDFHS	499970	518965
290	Round 1	Greater Noida Institute of Technology	Computer Science & Engineering	Home State	OPNOHS	204741	470492
291	Round 1	Greater Noida Institute of Technology	Computer Science & Engineering	Home State	SCNOHS	975610	1413845
292	Round 1	Greater Noida Institute of Technology	Computer Science & Engineering	Other State	OPDFOS	178949	178949
293	Round 1	Greater Noida Institute of Technology	Computer Science & Engineering	Other State	OPNOOS	70108	127300
294	Round 1	Greater Noida Institute of Technology	Computer Science & Engineering	Other State	SCNOOS	303417	412281
295	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift I)	All India	NOSMAI	142204	670471
296	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift I)	Home State	OPDFHS	229034	344362
297	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift I)	Home State	OPNOHS	113180	175885
298	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift I)	Home State	SCNOHS	511837	758193
299	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift I)	Home State	STNOHS	798384	798384
300	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift I)	Other State	OPNOOS	20410	71953
301	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift I)	Other State	SCNOOS	179829	179829
302	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift I)	Other State	STNOOS	679283	679283
303	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift II)	All India	NOSMAI	282937	956309
304	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift II)	Home State	OPDFHS	354279	354279
305	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift II)	Home State	OPNOHS	141880	183850
306	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift II)	Home State	SCNOHS	770120	800402
307	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift II)	Other State	OPNOOS	73762	75999
308	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	CSE- AIML	All India	NOSMAI	110659	598056
309	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	CSE- AIML	Home State	OPNOHS	119754	168482
310	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	CSE- AIML	Home State	SCNOHS	627927	667705
311	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	CSE- AIML	Other State	OPNOOS	76131	76559
312	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	CSE- DS	All India	NOSMAI	188556	1049530
313	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	CSE- DS	Home State	OPNOHS	124279	186370
314	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	CSE- DS	Home State	SCNOHS	659542	806606
315	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	CSE- DS	Other State	OPNOOS	76776	78408
316	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Electronics & Communication Engineering	All India	NOSMAI	373904	1386907
317	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Electronics & Communication Engineering	Home State	OPDFHS	568549	568549
318	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Electronics & Communication Engineering	Home State	OPNOHS	179103	258223
319	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Electronics & Communication Engineering	Home State	SCNOHS	1277133	1277133
320	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Electronics & Communication Engineering	Other State	OPNOOS	80286	88347
321	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Electronics & Communication Engineering	Other State	SCNOOS	346917	346917
322	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift I)	All India	NOKMAI	155441	155441
323	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift I)	All India	NOSMAI	188283	1435031
324	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift I)	Home State	OPDFHS	363157	374061
325	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift I)	Home State	OPNOHS	180961	208789
326	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift I)	Home State	SCNOHS	811651	974040
327	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift I)	Other State	OPNOOS	78807	82009
328	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift I)	Other State	SCNOOS	302012	302012
329	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift I)	Other State	STNOOS	703132	703132
330	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift II)	All India	NOSMAI	990666	1394955
331	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift II)	Home State	OPDFHS	406879	406879
332	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift II)	Home State	OPNOHS	209842	215348
333	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift II)	Home State	SCNOHS	1075708	1240534
334	Round 1	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift II)	Other State	OPNOOS	83782	85708
335	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	Computer Science & Engineering	All India	NOKMAI	264392	264392
336	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	Computer Science & Engineering	Home State	OPDFHS	348168	505244
337	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	Computer Science & Engineering	Home State	OPNOHS	152860	237253
338	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	Computer Science & Engineering	Home State	SCNOHS	460429	1070171
339	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	Computer Science & Engineering	Other State	OPDFOS	91989	91989
340	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	Computer Science & Engineering	Other State	OPNOOS	24053	84367
341	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	Computer Science & Engineering	Other State	SCNOOS	344672	356683
342	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	Computer Science & Engineering	Other State	STNOOS	766272	766272
343	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	CSE (Data Science)	Home State	OPDFHS	523143	523143
344	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	CSE (Data Science)	Home State	OPNOHS	187691	266103
345	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	CSE (Data Science)	Home State	SCNOHS	650898	1327127
346	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	CSE (Data Science)	Other State	OPNOOS	90002	95771
347	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	CSE (Data Science)	Other State	SCNOOS	374133	374133
348	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	CSE- AIML	Home State	OPDFHS	320912	539514
349	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	CSE- AIML	Home State	OPNOHS	106951	254079
350	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	CSE- AIML	Home State	SCNOHS	571629	998058
351	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	CSE- AIML	Other State	OPNOOS	80097	91030
352	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	CSE- AIML	Other State	SCNOOS	338187	338187
353	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	CSE- AIML	Other State	STNOOS	695580	695580
354	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	Electronics & Communication Engineering	Home State	OPDFHS	669278	758727
355	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	Electronics & Communication Engineering	Home State	OPNOHS	185366	311597
356	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	Electronics & Communication Engineering	Home State	SCNOHS	822706	1202383
357	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	Electronics & Communication Engineering	Other State	OPDFOS	154261	154261
358	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	Electronics & Communication Engineering	Other State	OPNOOS	95367	108018
359	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	Electronics & Communication Engineering	Other State	SCNOOS	381749	381749
360	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	Information Technology	Home State	OPDFHS	545600	560320
361	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	Information Technology	Home State	OPNOHS	160400	274399
362	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	Information Technology	Home State	SCNOHS	997427	1024055
363	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	Information Technology	Other State	OPNOOS	86098	96121
364	Round 1	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi- 110064	Information Technology	Other State	SCNOOS	385057	385057
365	Round 1	HMR Institute of Technology & Management	Artificial Intelligence & Data Science	Home State	OPDFHS	932051	932051
366	Round 1	HMR Institute of Technology & Management	Artificial Intelligence & Data Science	Home State	OPNOHS	293347	403276
367	Round 1	HMR Institute of Technology & Management	Artificial Intelligence & Data Science	Other State	OPNOOS	126397	130234
368	Round 1	HMR Institute of Technology & Management	Artificial Intelligence & Data Science	Other State	SCNOOS	368162	368162
369	Round 1	HMR Institute of Technology & Management	Artificial Intelligence & Machine Learning	Home State	OPDFHS	467504	657562
370	Round 1	HMR Institute of Technology & Management	Artificial Intelligence & Machine Learning	Home State	OPNOHS	300494	440813
371	Round 1	HMR Institute of Technology & Management	Artificial Intelligence & Machine Learning	Other State	OPDFOS	181179	181179
372	Round 1	HMR Institute of Technology & Management	Artificial Intelligence & Machine Learning	Other State	OPNOOS	134133	139123
373	Round 1	HMR Institute of Technology & Management	Artificial Intelligence & Machine Learning	Other State	SCNOOS	450728	450728
374	Round 1	HMR Institute of Technology & Management	Computer Science & Engineering (Shift I)	All India	NOKMAI	283289	283289
375	Round 1	HMR Institute of Technology & Management	Computer Science & Engineering (Shift I)	Home State	OPDFHS	942911	345798
376	Round 1	HMR Institute of Technology & Management	Computer Science & Engineering (Shift I)	Home State	OPNOHS	213865	336044
377	Round 1	HMR Institute of Technology & Management	Computer Science & Engineering (Shift I)	Home State	SCNOHS	721563	1239374
378	Round 1	HMR Institute of Technology & Management	Computer Science & Engineering (Shift I)	Other State	OPDFOS	145018	145018
379	Round 1	HMR Institute of Technology & Management	Computer Science & Engineering (Shift I)	Other State	OPNOOS	82130	116258
380	Round 1	HMR Institute of Technology & Management	Computer Science & Engineering (Shift I)	Other State	SCDFOS	483195	483195
381	Round 1	HMR Institute of Technology & Management	Computer Science & Engineering (Shift I)	Other State	SCNOOS	364753	364753
382	Round 1	HMR Institute of Technology & Management	Computer Science & Engineering (Shift II)	Home State	OPDFHS	366126	377069
383	Round 1	HMR Institute of Technology & Management	Computer Science & Engineering (Shift II)	Home State	OPNOHS	236455	362257
384	Round 1	HMR Institute of Technology & Management	Computer Science & Engineering (Shift II)	Home State	SCNOHS	952183	974383
385	Round 1	HMR Institute of Technology & Management	Computer Science & Engineering (Shift II)	Other State	OPNOOS	120031	123433
386	Round 1	HMR Institute of Technology & Management	Computer Science & Engineering (Shift II)	Other State	SCNOOS	397239	397239
387	Round 1	HMR Institute of Technology & Management	Computer Science & Technology	Home State	OPDFHS	595776	384856
388	Round 1	HMR Institute of Technology & Management	Computer Science & Technology	Home State	OPNOHS	277114	380351
389	Round 1	HMR Institute of Technology & Management	Computer Science & Technology	Other State	OPDFOS	161695	161695
390	Round 1	HMR Institute of Technology & Management	Computer Science & Technology	Other State	OPNOOS	124647	126332
391	Round 1	HMR Institute of Technology & Management	Computer Science & Technology	Other State	SCNOOS	403774	403774
392	Round 1	HMR Institute of Technology & Management	CSE - AI	Home State	OPDFHS	439139	911787
393	Round 1	HMR Institute of Technology & Management	CSE - AI	Home State	OPNOHS	202760	430440
394	Round 1	HMR Institute of Technology & Management	CSE - AI	Other State	OPNOOS	114555	132292
395	Round 1	HMR Institute of Technology & Management	CSE - AI	Other State	SCNOOS	444176	444176
396	Round 1	HMR Institute of Technology & Management	CSE (Cyber Security)	Home State	OPNOHS	279132	380734
397	Round 1	HMR Institute of Technology & Management	CSE (Cyber Security)	Home State	SCNOHS	706966	706966
398	Round 1	HMR Institute of Technology & Management	CSE (Cyber Security)	Other State	OPNOOS	94600	105179
399	Round 1	HMR Institute of Technology & Management	CSE- AIML	Home State	OPDFHS	421399	618515
400	Round 1	HMR Institute of Technology & Management	CSE- AIML	Home State	OPNOHS	240006	417478
401	Round 1	HMR Institute of Technology & Management	CSE- AIML	Other State	OPNOOS	113719	126847
402	Round 1	HMR Institute of Technology & Management	CSE- AIML	Other State	SCNOOS	447935	447935
403	Round 1	HMR Institute of Technology & Management	CSE- DS	Home State	OPDFHS	584101	649294
404	Round 1	HMR Institute of Technology & Management	CSE- DS	Home State	OPNOHS	250479	435764
405	Round 1	HMR Institute of Technology & Management	CSE- DS	Other State	OPNOOS	128341	133555
406	Round 1	HMR Institute of Technology & Management	CSE- DS	Other State	SCNOOS	455158	455158
407	Round 1	HMR Institute of Technology & Management	Information Technology	Home State	OPDFHS	778719	1008508
408	Round 1	HMR Institute of Technology & Management	Information Technology	Home State	OPNOHS	303344	446345
409	Round 1	HMR Institute of Technology & Management	Information Technology	Other State	OPNOOS	120526	136106
410	Round 1	HMR Institute of Technology & Management	Information Technology	Other State	SCNOOS	492563	492563
411	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Artificial Intelligence & Data Science	Home State	OPNOHS	168318	586189
412	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Artificial Intelligence & Data Science	Other State	OPDFOS	196866	196866
413	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Artificial Intelligence & Data Science	Other State	OPNOOS	137706	153288
414	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Artificial Intelligence & Data Science	Other State	SCNOOS	519948	521456
415	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Artificial Intelligence & Machine Learning	Home State	OPDFHS	1137009	1137009
416	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Artificial Intelligence & Machine Learning	Home State	OPNOHS	193990	569693
417	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Artificial Intelligence & Machine Learning	Other State	OPNOOS	149470	154703
418	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Artificial Intelligence & Machine Learning	Other State	SCNOOS	518274	518274
419	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Engineering	Home State	OPDFHS	903479	1142371
420	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Engineering	Home State	OPNOHS	157481	542996
421	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Engineering	Home State	SCNOHS	770451	1340931
422	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Engineering	Other State	OPDFOS	184328	191061
423	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Engineering	Other State	OPNOOS	96812	147855
424	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Engineering	Other State	SCDFOS	735905	735905
425	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Engineering	Other State	SCNOOS	285365	500677
426	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Technology	Home State	OPDFHS	811303	811303
427	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Technology	Home State	OPNOHS	321611	557282
428	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Technology	Home State	SCNOHS	1381850	1381850
429	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Technology	Other State	OPNOOS	138336	151329
430	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	Computer Science & Technology	Other State	SCNOOS	428057	428057
431	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	CSE- AIML	Home State	OPDFHS	961687	953800
432	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	CSE- AIML	Home State	OPNOHS	196006	410241
433	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	CSE- AIML	Home State	SCNOHS	904402	1113598
434	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	CSE- AIML	Other State	OPDFOS	201557	201557
435	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	CSE- AIML	Other State	OPNOOS	69617	120679
436	Round 1	JIMS Engineering Management Technical Campus, 48/4, Knowledge Park - III Greater Noida	CSE- AIML	Other State	SCNOOS	487744	487744
437	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	All India	NOKMAI	72155	72155
438	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Home State	OPNOHS	9420	70889
439	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Home State	OPPHHS	498631	1032423
440	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Home State	SCDFHS	631389	944192
441	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Home State	SCNOHS	160473	379696
442	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Home State	STNOHS	224006	719960
443	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Other State	OPDFOS	417357	647916
444	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Other State	OPNOOS	9203	42413
445	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Other State	OPPHOS	134260	263399
446	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Other State	SCNOOS	160909	201700
447	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Other State	STDFOS	544968	544968
448	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift I)	Other State	STNOOS	362912	364353
449	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift II)	Home State	OPDFHS	1284121	131374
450	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift II)	Home State	OPNOHS	54792	74720
451	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift II)	Home State	OPPHHS	1095009	1095009
452	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift II)	Home State	SCNOHS	175926	403995
453	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift II)	Other State	OPNOOS	42737	44427
454	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift II)	Other State	SCNOOS	209327	209327
455	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Engineering (Shift II)	Other State	STNOOS	405863	405863
456	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Home State	OPDFHS	139832	174482
457	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Home State	OPNOHS	20002	86922
458	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Home State	OPPHHS	1011183	1011183
459	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Home State	SCNOHS	159832	456321
460	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Home State	STNOHS	747794	747794
461	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Other State	OPDFOS	178969	178969
462	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Other State	OPNOOS	11799	49000
463	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Other State	OPPHOS	723212	723212
464	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Other State	SCNOOS	118724	222006
465	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Computer Science & Technology	Other State	STNOOS	390764	401579
