Sr.No	Round	Institute	Program	Quota	Category	Opening Rank	Closing Rank
519	Round 2	Maharaja Surajmal Institute Technology	Information Technology (Shift I)	Other State	SCNOOS	261375	284460
520	Round 2	Maharaja Surajmal Institute Technology	Information Technology (Shift I)	Other State	STNOOS	702599	703132
521	Round 2	Maharaja Surajmal Institute Technology	Information Technology (Shift II)	Home State	OPDFHS	228456	249469
522	Round 2	Maharaja Surajmal Institute Technology	Information Technology (Shift II)	Home State	OPNOHS	115380	135548
523	Round 2	Maharaja Surajmal Institute Technology	Information Technology (Shift II)	Home State	SCNOHS	605623	703390
524	Round 2	Maharaja Surajmal Institute Technology	Information Technology (Shift II)	Other State	OPNOOS	65179	65998
525	Round 2	Maharaja Surajmal Institute Technology	Information Technology (Shift II)	Other State	SCNOOS	285203	285203
526	Round 2	Maharaja Surajmal Institute Technology	Information Technology (Shift II)	Other State	STNOOS	719313	719313
527	Round 2	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Computer Science & Engineering	All India	NOJNAI	209013	1083901
528	Round 2	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Computer Science & Engineering	Home State	OPNOHS	383160	668111
529	Round 2	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Computer Science & Engineering	Other State	OPNOOS	157352	191520
530	Round 2	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Computer Science & Engineering	Other State	SCNOOS	506948	506948
531	Round 2	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Electrical & Electronics Engineering	Home State	OPNOHS	384440	607715
532	Round 2	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Electrical & Electronics Engineering	Other State	OPNOOS	185864	185864
533	Round 2	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Electronics & Communication Engineering	Home State	OPNOHS	290343	616796
534	Round 2	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Electronics & Communication Engineering	Other State	OPNOOS	180700	180700
535	Round 2	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Electronics & Communication Engineering	Other State	SCNOOS	510462	510462
536	Round 2	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Information Technology	Home State	OPNOHS	478169	676277
537	Round 2	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Information Technology	Other State	OPNOOS	144300	167447
538	Round 2	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Mechanical Engineering	Home State	OPNOHS	673891	760700
539	Round 2	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Mechanical Engineering	Other State	OPNOOS	199110	204174
540	Round 2	Tribhuvan College, Plot No. 203 & 204, RIICO, New Industrial complex Majrakath, Neemran, Rajasthan - 301705 (Provisional Basis)	B.Tech (AI& DS)	Home State	OPNOHS	659389	887696
541	Round 2	Tribhuvan College, Plot No. 203 & 204, RIICO, New Industrial complex Majrakath, Neemran, Rajasthan - 301705 (Provisional Basis)	B.Tech (AI& DS)	Other State	OPNOOS	184131	205015
542	Round 2	Tribhuvan College, Plot No. 203 & 204, RIICO, New Industrial complex Majrakath, Neemran, Rajasthan - 301705 (Provisional Basis)	B.Tech (AI& DS)	Other State	SCNOOS	661454	661454
543	Round 2	Tribhuvan College, Plot No. 203 & 204, RIICO, New Industrial complex Majrakath, Neemran, Rajasthan - 301705 (Provisional Basis)	B.Tech (AI&ML)	Home State	OPNOHS	697068	882359
544	Round 2	Tribhuvan College, Plot No. 203 & 204, RIICO, New Industrial complex Majrakath, Neemran, Rajasthan - 301705 (Provisional Basis)	B.Tech (AI&ML)	Other State	OPNOOS	195591	212114
545	Round 2	Tribhuvan College, Plot No. 203 & 204, RIICO, New Industrial complex Majrakath, Neemran, Rajasthan - 301705 (Provisional Basis)	B.Tech (AI&ML)	Other State	SCNOOS	742214	742214
546	Round 2	Tribhuvan College, Plot No. 203 & 204, RIICO, New Industrial complex Majrakath, Neemran, Rajasthan - 301705 (Provisional Basis)	Computer Science & Engineering	Home State	OPNOHS	664634	858328
547	Round 2	Tribhuvan College, Plot No. 203 & 204, RIICO, New Industrial complex Majrakath, Neemran, Rajasthan - 301705 (Provisional Basis)	Computer Science & Engineering	Other State	OPNOOS	212033	215506
548	Round 2	Tribhuvan College, Plot No. 203 & 204, RIICO, New Industrial complex Majrakath, Neemran, Rajasthan - 301705 (Provisional Basis)	Computer Science & Engineering	Other State	SCNOOS	687803	687803
549	Round 2	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Computer Science & Engineering	Home State	OPNOHS	173697	621339
550	Round 2	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Computer Science & Engineering	Other State	OPNOOS	124705	163052
551	Round 2	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Computer Science & Engineering	Other State	SCNOOS	490431	490431
552	Round 2	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Computer Science & Technology	Home State	OPNOHS	327003	721497
553	Round 2	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Computer Science & Technology	Other State	OPNOOS	176332	191223
554	Round 2	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Computer Science & Technology	Other State	SCNOOS	672947	672947
555	Round 2	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	CSE- AIML	Home State	OPNOHS	373624	692850
556	Round 2	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	CSE- AIML	Other State	OPNOOS	127434	201596
557	Round 2	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	CSE- AIML	Other State	SCNOOS	541533	541533
558	Round 2	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Information Technology	Home State	OPNOHS	394480	679398
559	Round 2	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Information Technology	Other State	OPDFOS	196866	196866
560	Round 2	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Information Technology	Other State	OPNOOS	173168	173168
561	Round 2	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Information Technology	Other State	SCNOOS	618499	618499
562	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- DS)	Home State	BCDFHS	469550	676292
563	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- DS)	Home State	BCNOHS	111359	240557
564	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- DS)	Home State	EWNOHS	117215	139423
565	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- DS)	Home State	OPDFHS	110653	245262
566	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- DS)	Home State	OPNOHS	62074	110058
567	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- DS)	Home State	SCNOHS	368304	583570
568	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- DS)	Other State	EWNOOS	68448	69983
569	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- DS)	Other State	OPDFOS	280603	280603
570	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- DS)	Other State	OPNOOS	44480	66194
571	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- DS)	Other State	SCNOOS	203083	227484
572	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- DS)	Other State	STNOOS	488329	515419
573	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- ML)	All India	NOKMAI	154178	154178
574	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- ML)	Home State	BCDFHS	739249	749348
575	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- ML)	Home State	BCNOHS	176661	252829
576	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- ML)	Home State	EWNOHS	120523	162151
577	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- ML)	Home State	OPDFHS	140510	245697
578	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- ML)	Home State	OPNOHS	64056	116788
579	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- ML)	Home State	OPPHHS	1121086	1121086
580	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- ML)	Home State	SCNOHS	212198	581687
581	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- ML)	Other State	EWNOOS	70054	70470
582	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- ML)	Other State	OPDFOS	304050	304050
583	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- ML)	Other State	OPNOOS	45037	66731
584	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- ML)	Other State	SCNOOS	232204	272312
585	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI- ML)	Other State	STNOOS	379878	633615
586	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Home State	BCDFHS	952139	1192950
587	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Home State	BCNOHS	225713	302109
588	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Home State	EWNOHS	177026	213901
589	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Home State	OPDFHS	296437	354006
590	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Home State	OPNOHS	89054	170917
591	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Home State	SCNOHS	464415	1017326
592	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Other State	EWNOOS	83608	85240
593	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Other State	OPDFOS	1023278	1023278
594	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Other State	OPNOOS	54262	80476
595	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Other State	SCNOOS	288449	303956
596	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Other State	STNOOS	679283	929298
597	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Home State	BCDFHS	782032	947354
598	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Home State	BCNOHS	259232	307890
599	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Home State	EWNOHS	175390	205461
600	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Home State	OPDFHS	281876	330119
601	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Home State	OPNOHS	119320	175157
602	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Home State	SCNOHS	593885	1002370
603	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Other State	EWNOOS	85247	88743
604	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Other State	OPDFOS	95625	95625
605	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Other State	OPNOOS	71597	83436
606	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Other State	SCNOOS	246839	293427
607	Round 2	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Other State	STNOOS	642532	861753
608	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	All India	NOKMAI	433720	433720
609	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Home State	BCDFHS	605017	605017
610	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Home State	BCNOHS	325956	513458
611	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Home State	EWNOHS	312984	397119
612	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Home State	OPDFHS	538095	538095
613	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Home State	OPNOHS	179222	290932
614	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Home State	SCNOHS	954730	1418401
615	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Other State	EWNOOS	126991	126991
616	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Other State	OPNOOS	77926	125406
617	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Other State	SCNOOS	327967	327967
618	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Other State	STNOOS	700823	700823
619	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Home State	BCDFHS	891801	891801
620	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Home State	BCNOHS	285678	515336
621	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Home State	EWNOHS	352654	498056
622	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Home State	OPDFHS	499977	507252
623	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Home State	OPNOHS	62142	274061
624	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Home State	SCNOHS	585808	1446580
625	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Other State	EWNOOS	133951	151860
626	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Other State	OPDFOS	237930	237930
627	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Other State	OPNOOS	87570	111242
628	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Other State	SCNOOS	217607	339684
629	Round 2	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech. (Dual Degree in Chemical Engineering	Other State	STNOOS	962470	962470
630	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Home State	BCDFHS	216382	256664
631	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Home State	BCNOHS	86440	160492
632	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Home State	EWNOHS	53766	89398
633	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Home State	OPDFHS	193104	233047
634	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Home State	OPNOHS	15519	43969
635	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Home State	OPPHHS	115948	438569
636	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Home State	SCDFHS	839253	839253
637	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Home State	SCNOHS	192972	307433
638	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Home State	STNOHS	368658	1101553
639	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Other State	EWNOOS	38343	40861
640	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Other State	OPDFOS	209305	209305
641	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Other State	OPNOOS	12955	34015
642	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Other State	OPPHOS	406907	406907
643	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Other State	SCNOOS	138700	174270
644	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (CSE)	Other State	STNOOS	211092	244454
645	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Home State	BCDFHS	408356	408356
646	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Home State	BCNOHS	178301	222136
647	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Home State	EWNOHS	93730	138843
648	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Home State	OPDFHS	119439	120770
649	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Home State	OPNOHS	38907	62662
650	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Home State	OPPHHS	763964	850842
651	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Home State	SCNOHS	341791	476952
652	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Other State	EWNOOS	52065	53820
653	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Other State	OPDFOS	1105726	1105726
654	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Other State	OPNOOS	43143	50611
655	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Other State	OPPHOS	505224	505224
656	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Other State	SCNOOS	210284	211665
657	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (ECE)	Other State	STNOOS	361005	361005
658	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Home State	BCDFHS	320912	320912
659	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Home State	BCNOHS	163713	183148
660	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Home State	EWNOHS	94264	110576
661	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Home State	OPDFHS	99528	103674
662	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Home State	OPNOHS	46171	53991
663	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Home State	OPPHHS	495124	615543
664	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Home State	SCDFHS	944192	944192
665	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Home State	SCNOHS	329864	383833
666	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Other State	EWNOOS	44441	44648
667	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Other State	OPDFOS	371343	371343
668	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Other State	OPNOOS	37880	44290
669	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Other State	OPPHOS	586783	586783
670	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Other State	SCNOOS	179319	198950
671	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech./M. Tech.(DD) (IT)	Other State	STNOOS	409016	409016
672	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- AI)	All India	NOKMAI	50235	50235
673	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- AI)	Home State	BCDFHS	250775	250775
674	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- AI)	Home State	BCNOHS	61565	141451
675	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- AI)	Home State	EWNOHS	54344	76681
676	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- AI)	Home State	OPDFHS	71091	71091
677	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- AI)	Home State	OPNOHS	24445	41551
678	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- AI)	Home State	OPPHHS	337522	337522
679	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- AI)	Home State	SCNOHS	134006	305811
680	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- AI)	Home State	STNOHS	735123	1019537
681	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- AI)	Other State	EWNOOS	41677	41677
682	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- AI)	Other State	OPNOOS	16413	34424
683	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- AI)	Other State	SCNOOS	142092	142092
684	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- AI)	Other State	STNOOS	330521	330521
685	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- DS)	Home State	BCDFHS	313629	313629
686	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- DS)	Home State	BCNOHS	90999	164992
687	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- DS)	Home State	EWNOHS	76139	91516
688	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- DS)	Home State	OPDFHS	76848	76848
689	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- DS)	Home State	OPNOHS	44321	46126
690	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- DS)	Home State	OPPHHS	471856	471856
691	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- DS)	Home State	SCNOHS	310313	326421
692	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- DS)	Other State	EWNOOS	41063	41063
693	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- DS)	Other State	OPNOOS	35377	37840
694	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- DS)	Other State	SCNOOS	174642	174642
695	Round 2	University School of Information & Communication Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech/M. Tech.(DD) (CSE- DS)	Other State	STNOOS	366209	366209
696	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Artificial Intelligence & Data Science	Home State	OPDFHS	439514	653799
697	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Artificial Intelligence & Data Science	Home State	OPNOHS	124679	249562
